cid,city
BRXX1093,Avai
BRXX1094,Aveiro
BRXX1095,Avelino Lopes
BRXX1096,Axixa
BRXX1097,Axixa do Tocantins
BRXX1098,Babaculandia
BRXX1099,Bacabal
BRXX1100,Baependi
BRXX1101,Bagre
BRXX1102,Baia Formosa
BRXX1103,Baia da Traicao
BRXX1104,Baianopolis
BRXX1105,Baiao
BRXX1106,Bailique
BRXX1107,Baixa Grande
BRXX1108,Baixio
BRXX1109,Baldim
BRXX1110,Baliza
BRXX1111,Balneario Barra do Sul
BRXX1112,Balneario Camboriu
BRXX1113,Balsa Nova
BRXX1114,Balsamo
BRXX1115,Banabuiu
BRXX1116,Bananal
BRXX1117,Bananeiras
BRXX1118,Bandeira do Sul
BRXX1119,Bandeirantes
BRXX1120,Banzae
BRXX1121,Barao
BRXX1122,Barao de Cocais
BRXX1123,Barao de Grajau
BRXX1124,Barao de Melgaco
BRXX1125,Barauna
BRXX1126,Barbalha
BRXX1127,Barbosa Ferraz
BRXX1128,Barcarena
BRXX1129,Barcelona
BRXX1130,Bariri
BRXX1131,Barra
BRXX1132,Barra Alegre
BRXX1133,Barra Bonita
BRXX1134,Barra Funda
BRXX1135,Barra Seca
BRXX1136,Barra da Estiva
BRXX1137,Barra de Santa Rosa
BRXX1138,Barra de Santo Antonio
BRXX1139,Barra de Sao Miguel
BRXX1140,Barra do Bugres
BRXX1141,Barra do Choca
BRXX1142,Barra do Jardim
BRXX1143,Barra do Mendes
BRXX1144,Barra do Ribeiro
BRXX1145,Barra dos Coqueiros
BRXX1146,Barracao
BRXX1147,Barras
BRXX1148,Barreira
BRXX1149,Barreirinha
BRXX1150,Barreirinhas
BRXX1151,Barreiros
BRXX1152,Barretos
BRXX1153,Barro
BRXX1154,Barro Alto
BRXX1155,Barro Alto
BRXX1156,Barro Duro
BRXX1157,Barrolandia
BRXX1158,Barros Cassal
BRXX1159,Barroso
BRXX1160,Bataguassu
BRXX1161,Bataipora
BRXX1162,Batalha
BRXX1163,Batalha
BRXX1164,Batatais
BRXX1165,Baturite
BRXX1166,Baus
BRXX1167,Bayeux
BRXX1168,Beberibe
BRXX1169,Bela Cruz
BRXX1170,Bela Vista
BRXX1171,Bela Vista de Goias
BRXX1172,Bela Vista do Paraiso
BRXX1173,Belem
BRXX1174,Belem de Sao Francisco
BRXX1175,Belmiro Braga
BRXX1176,Belmonte
BRXX1177,Belmonte
BRXX1178,Belo Campo
BRXX1179,Belo Jardim
BRXX1180,Belo Vale
BRXX1181,Beneditinos
BRXX1182,Benedito Leite
BRXX1183,Benevides
BRXX1184,Benfica (Benevides)
BRXX1185,Benjamin Constant
BRXX1186,Bequimao
BRXX1187,Bernardo Sayao
BRXX1188,Bertolinia
BRXX1189,Bertopolis
BRXX1190,Beruri
BRXX1191,Betania
BRXX1192,Bezerros
BRXX1193,Bicas
BRXX1194,Bilac
BRXX1195,Biritinga
BRXX1196,Bituruna
BRXX1197,Boa Esperanca
BRXX1198,Boa Esperanca
BRXX1199,Boa Esperanca
BRXX1200,Boa Nova
BRXX1201,Boa Ventura
BRXX1202,Boa Viagem
BRXX1203,Boa Vista da Aparecida
BRXX1204,Boa Vista das Missoes
BRXX1205,Boa Vista do Ramos
BRXX1206,Boacu
BRXX1207,Boas Novas
BRXX1208,Boca do Monte
BRXX1209,Bocaiuva do Sul
BRXX1210,Bodo
BRXX1211,Bodoco
BRXX1212,Bodoquena
BRXX1213,Bom Conselho
BRXX1214,Bom Fim do Bom Jesus
BRXX1215,Bom Jardim
BRXX1216,Bom Jardim
BRXX1217,Bom Jardim
BRXX1218,Bom Jardim da Serra
BRXX1219,Bom Jardim de Goias
BRXX1220,Bom Jardim de Minas
BRXX1221,Bom Jesus
BRXX1222,Bom Jesus
BRXX1223,Bom Jesus do Barracao
BRXX1224,Bom Jesus do Itabapoana
BRXX1225,Bom Jesus do Norte
BRXX1226,Bom Jesus do Tocantins
BRXX1227,Bom Jesus do Tocantins
BRXX1228,Bom Jesus dos Perdoes
BRXX1229,Bom Pastor
BRXX1230,Bom Principio
BRXX1231,Bom Progresso
BRXX1232,Bom Retiro
BRXX1233,Bom Retiro do Sul
BRXX1234,Bom Sucesso
BRXX1235,Bom Sucesso
BRXX1236,Bom Sucesso
BRXX1237,Bombinhas
BRXX1238,Bonfinopolis
BRXX1239,Bonfinopolis de Minas
BRXX1240,Boninal
BRXX1241,Bonito
BRXX1242,Bonito
BRXX1243,Bonito
BRXX1244,Bonito de Santa Fe
BRXX1245,Boqueirao
BRXX1246,Boquim
BRXX1247,Boquira
BRXX1248,Borba
BRXX1249,Borborema
BRXX1250,Borda da Mata
BRXX1251,Borrazopolis
BRXX1252,Braco do Norte
BRXX1253,Braga
BRXX1254,Braganca
BRXX1255,Braganey
BRXX1256,Bragantina
BRXX1257,Brasil Novo
BRXX1258,Brasilandia
BRXX1259,Brasileia
BRXX1260,Brasileira
BRXX1262,Brasnorte
BRXX1263,Brasopolis
BRXX1264,Brauna
BRXX1265,Braunas
BRXX1266,Brazabrantes
BRXX1267,Brejinho de Nazare
BRXX1268,Brejo
BRXX1269,Brejo Grande
BRXX1270,Brejo Santo
BRXX1271,Brejo da Madre de Deus
BRXX1272,Brejo dos Santos
BRXX1273,Brejoes
BRXX1274,Brejolandia
BRXX1275,Breu Branco
BRXX1276,Breves
BRXX1277,Britania
BRXX1278,Brotas de Macaubas
BRXX1279,Brumadinho
BRXX1280,Brumado
BRXX1281,Bueno Brandao
BRXX1282,Buenopolis
BRXX1283,Buenos Aires
BRXX1284,Buerarema
BRXX1285,Buique
BRXX1286,Bujaru
BRXX1287,Buri
BRXX1288,Buritama
BRXX1289,Buriti
BRXX1290,Buriti Alegre
BRXX1291,Buriti Bravo
BRXX1292,Buriti de Goias
BRXX1293,Buriti dos Lopes
BRXX1294,Buritinopolis
BRXX1295,Buritirama
BRXX1296,Buritizeiro
BRXX1297,Butia
BRXX1298,Caarapo
BRXX1299,Caatiba
BRXX1300,Cabaceiras
BRXX1301,Cabaceiras do Paraguacu
BRXX1302,Cabeceiras
BRXX1303,Cabedelo
BRXX1304,Cabixi
BRXX1305,Cabo
BRXX1306,Cabo Verde
BRXX1307,Cabrobo
BRXX1308,Cacador
BRXX1309,Cacapava do Sul
BRXX1310,Cacaulandia
BRXX1311,Cacequi
BRXX1312,Cachoeira
BRXX1313,Cachoeira Alta
BRXX1314,Cachoeira De Goias
BRXX1315,Cachoeira Dourada
BRXX1316,Cachoeira Dourada
BRXX1317,Cachoeira Paulista
BRXX1318,Cachoeira de Minas
BRXX1319,Cachoeira do Arari
BRXX1320,Cachoeira do Sul
BRXX1321,Cachoeiras de Macacu
BRXX1322,Cachoeirinha
BRXX1323,Cachoeirinha
BRXX1324,Cachoeirinha
BRXX1325,Cacimbinhas
BRXX1326,Cacique Doble
BRXX1327,Cacoal
BRXX1328,Caconde
BRXX1329,Cacu
BRXX1330,Cacule
BRXX1331,Caetanopolis
BRXX1332,Caetanos
BRXX1333,Caetes
BRXX1334,Cafarnaum
BRXX1335,Caiabu
BRXX1336,Caiaponia
BRXX1337,Caibi
BRXX1338,Caicara
BRXX1339,Caicara
BRXX1340,Caicara
BRXX1341,Caico
BRXX1342,Caieiras
BRXX1343,Cairu
BRXX1344,Cajamar
BRXX1345,Cajapio
BRXX1346,Cajari
BRXX1347,Cajati
BRXX1348,Cajazeiras
BRXX1349,Cajobi
BRXX1350,Cajueiro
BRXX1351,Cajuru
BRXX1352,Caldas
BRXX1353,Caldas Brandao
BRXX1354,Caldas Novas
BRXX1355,Caldazinha
BRXX1356,Camacan
BRXX1357,Camacari
BRXX1358,Camalau
BRXX1359,Camamu
BRXX1360,Camanducaia
BRXX1361,Camapua
BRXX1362,Camaqua
BRXX1363,Camargo
BRXX1364,Cambara
BRXX1365,Cambe
BRXX1366,Cambiasca
BRXX1367,Cambuci
BRXX1368,Cambui
BRXX1369,Cambuquira
BRXX1370,Cameta
BRXX1371,Camocim
BRXX1372,Camocim de Sao Felix
BRXX1373,Campanha
BRXX1374,Campestre
BRXX1375,Campina Grande do Sul
BRXX1376,Campina Verde
BRXX1377,Campina da Lagoa
BRXX1378,Campinacu
BRXX1379,Campinapolis
BRXX1380,Campinas Do Sul
BRXX1381,Campinorte
BRXX1382,Campo Alegre
BRXX1383,Campo Alegre
BRXX1384,Campo Alegre De Goias
BRXX1385,Campo Alegre de Lourdes
BRXX1386,Campo Belo
BRXX1387,Campo Bom
BRXX1388,Campo Do Tenente
BRXX1389,Campo Ere
BRXX1390,Campo Florido
BRXX1391,Campo Formoso
BRXX1392,Campo Grande
BRXX1393,Campo Maior
BRXX1394,Campo Novo
BRXX1395,Campo Verde
BRXX1396,Campo do Brito
BRXX1397,Campos Altos
BRXX1398,Campos Belos
BRXX1399,Campos Gerais
BRXX1400,Campos Lindos
BRXX1401,Campos Novos
BRXX1402,Campos Sales
BRXX1403,Campos Verdes
BRXX1404,Campos dos Goitacazes
BRXX1405,Cananeia
BRXX1406,Canapolis
BRXX1407,Canapolis
BRXX1408,Canarana
BRXX1409,Canarana
BRXX1410,Candeal
BRXX1411,Candeias
BRXX1412,Candeias
BRXX1413,Candelaria
BRXX1414,Candiba
BRXX1415,Candido Mendes
BRXX1416,Candido Mota
BRXX1417,Candido Sales
BRXX1418,Candido de Abreu
BRXX1419,Candiota
BRXX1420,Canela
BRXX1421,Canguaretama
BRXX1422,Cangucu
BRXX1423,Canhotinho
BRXX1424,Caninde
BRXX1425,Caninde de Sao Francisco
BRXX1426,Cansancao
BRXX1427,Cantagalo
BRXX1428,Cantanhede
BRXX1429,Canudos
BRXX1430,Capanema
BRXX1431,Capela
BRXX1432,Capela
BRXX1433,Capim Grosso
BRXX1434,Capinopolis
BRXX1435,Capinzal
BRXX1436,Capistrano
BRXX1437,Capitao
BRXX1438,Capitao Andrade
BRXX1439,Capitao Eneas
BRXX1440,Capitao Leonidas Marques
BRXX1441,Capitao Poco
BRXX1442,Capitao de Campos
BRXX1443,Capivari
BRXX1444,Capivari de Baixo
BRXX1445,Capixaba
BRXX1446,Caracol
BRXX1447,Caracol
BRXX1448,Carai
BRXX1449,Caraiba do Norte
BRXX1450,Caraibas
BRXX1451,Caranaiba
BRXX1452,Carandai
BRXX1453,Carauari
BRXX1454,Caraubas
BRXX1455,Carazinho
BRXX1456,Cardoso
BRXX1457,Careacu
BRXX1458,Careiro
BRXX1459,Caridade
BRXX1460,Carira
BRXX1461,Carire
BRXX1462,Caririacu
BRXX1463,Carius
BRXX1464,Carlopolis
BRXX1465,Carlos Barbosa
BRXX1466,Carlos Chagas
BRXX1467,Carmo
BRXX1468,Carmo de Minas
BRXX1469,Carmo do Paranaiba
BRXX1470,Carmo do Rio Verde
BRXX1471,Carmolandia
BRXX1472,Carmopolis
BRXX1473,Carmopolis de Minas
BRXX1474,Carnaiba
BRXX1475,Carnaubal
BRXX1476,Carneirinho
BRXX1477,Carneiros
BRXX1478,Carolina
BRXX1479,Carpina
BRXX1480,Carrancas
BRXX1481,Carrasco Bonito
BRXX1482,Carutapera
BRXX1483,Carvalhopolis
BRXX1484,Carvalhos
BRXX1485,Casa Grande
BRXX1486,Casa Nova
BRXX1487,Casca
BRXX1488,Cascalho Rico
BRXX1490,Cascavel
BRXX1491,Caseara
BRXX1492,Casimiro de Abreu
BRXX1493,Cassia
BRXX1494,Cassilandia
BRXX1495,Castanheira
BRXX1496,Castanheiras
BRXX1497,Castelandia
BRXX1498,Castelo
BRXX1499,Castelo do Piaui
BRXX1500,Castilho
BRXX1501,Castro Alves
BRXX1502,Catarina
BRXX1503,Catende
BRXX1504,Catimbau
BRXX1505,Catingueira
BRXX1506,Catolandia
BRXX1507,Catole do Rocha
BRXX1508,Catu
BRXX1509,Catuipe
BRXX1510,Catuji
BRXX1511,Caturama
BRXX1512,Caturite
BRXX1514,Cavalcante
BRXX1516,Caxambu
BRXX1517,Ceara-Mirim
BRXX1518,Cedral
BRXX1519,Cedro
BRXX1520,Cedro
BRXX1521,Centenario
BRXX1522,Centenario do Sul
BRXX1523,Central
BRXX1524,Central De Minas
BRXX1525,Centralina
BRXX1526,Cerejeiras
BRXX1527,Ceres
BRXX1528,Cerro Azul
BRXX1529,Cerro Cora
BRXX1530,Cerro Largo
BRXX1531,Cezarina
BRXX1532,Chacara
BRXX1533,Chale
BRXX1534,Chapada
BRXX1536,Chapadinha
BRXX1537,Charqueada
BRXX1538,Charqueadas
BRXX1539,Chaval
BRXX1540,Chaves
BRXX1541,Chiapeta
BRXX1542,Chopinzinho
BRXX1543,Choro
BRXX1544,Chorozinho
BRXX1545,Chorrocho
BRXX1546,Cicero Dantas
BRXX1547,Cidade Ocidental
BRXX1548,Cipotanea
BRXX1549,Claudia
BRXX1550,Clevelandia
BRXX1551,Coaraci
BRXX1552,Coari
BRXX1553,Cocal
BRXX1554,Cocalinho
BRXX1555,Cocos
BRXX1556,Codo
BRXX1557,Coelho Neto
BRXX1558,Coimbra
BRXX1559,Coivaras
BRXX1560,Colares
BRXX1561,Colider
BRXX1562,Colinas
BRXX1563,Colinas
BRXX1564,Colmeia
BRXX1565,Colombia
BRXX1566,Colonia Leopoldina
BRXX1567,Colonia Sao Joao
BRXX1568,Colonia do Gurgueia
BRXX1569,Colorado
BRXX1570,Coluna
BRXX1571,Combinado
BRXX1572,Comendador Gomes
BRXX1573,Comendador Levy Gasparian
BRXX1574,Comercinho
BRXX1575,Comodoro
BRXX1576,Conceicao
BRXX1577,Conceicao da Aparecida
BRXX1578,Conceicao da Barra
BRXX1579,Conceicao da Feira
BRXX1580,Conceicao das Alagoas
BRXX1581,Conceicao de Ipanema
BRXX1582,Conceicao de Macabu
BRXX1583,Conceicao do Almeida
BRXX1584,Conceicao do Caninde
BRXX1585,Conceicao do Coite
BRXX1586,Conceicao do Jacuipe
BRXX1587,Conceicao do Mato Dentro
BRXX1588,Conceicao do Norte
BRXX1589,Conceicao do Rio Verde
BRXX1590,Conceicao dos Ouros
BRXX1591,Conchal
BRXX1592,Conde
BRXX1593,Conde
BRXX1594,Condeuba
BRXX1595,Confresa
BRXX1596,Congo
BRXX1597,Congonhal
BRXX1598,Congonhas
BRXX1599,Congonhinhas
BRXX1600,Conquista
BRXX1601,Conselheiro Mairinck
BRXX1603,Conselheiro Pena
BRXX1604,Contendas do Sincora
BRXX1605,Coqueiro Baixo
BRXX1606,Coqueiro Seco
BRXX1607,Coracao de Maria
BRXX1608,Corbelia
BRXX1609,Cordeiro
BRXX1610,Cordeiropolis
BRXX1611,Cordeiros
BRXX1612,Cordilheira Alta
BRXX1613,Cordislandia
BRXX1614,Coreau
BRXX1615,Coremas
BRXX1616,Corguinho
BRXX1617,Coribe
BRXX1618,Coroaci
BRXX1619,Coroata
BRXX1620,Coromandel
BRXX1621,Coronel Barros
BRXX1622,Coronel Joao Sa
BRXX1623,Coronel Jose Dias
BRXX1624,Coronel Murta
BRXX1625,Coronel Sapucaia
BRXX1626,Coronel Vivida
BRXX1627,Coronel Xavier Chaves
BRXX1628,Corrego do Ouro
BRXX1629,Correia Pinto
BRXX1630,Corrente
BRXX1631,Correntes
BRXX1632,Correntina
BRXX1633,Corumba de Goias
BRXX1634,Corumbaiba
BRXX1635,Corumbiara
BRXX1636,Corupa
BRXX1637,Coruripe
BRXX1638,Cosmopolis
BRXX1639,Cosmorama
BRXX1640,Costa Marques
BRXX1641,Costa Rica
BRXX1642,Costao
BRXX1643,Cotegipe
BRXX1644,Cotia
BRXX1645,Cotipora
BRXX1646,Cotriguacu
BRXX1648,Cr-1
BRXX1649,Craibas
BRXX1650,Crateus
BRXX1651,Crato
BRXX1652,Cravinhos
BRXX1653,Cravolandia
BRXX1654,Crisopolis
BRXX1655,Crissiumal
BRXX1656,Cristais
BRXX1657,Cristalia
BRXX1658,Cristalina
BRXX1659,Cristianopolis
BRXX1660,Cristina
BRXX1661,Cristinapolis
BRXX1662,Cristino Castro
BRXX1663,Cristopolis
BRXX1664,Croata
BRXX1666,Crominia
BRXX1667,Crucilandia
BRXX1668,Cruz
BRXX1669,Cruz Machado
BRXX1670,Cruz das Almas
BRXX1671,Cruzeiro
BRXX1672,Cruzeiro do Oeste
BRXX1673,Cruzeiro do Sul
BRXX1674,Cruzeiro do Sul
BRXX1675,Cruzeiro do Sul
BRXX1676,Cruzilia
BRXX1677,Cubati
BRXX1679,Cuite
BRXX1680,Cumari
BRXX1681,Cumaru
BRXX1682,Cumbe
BRXX1683,Cunha
BRXX1684,Cunha Pora
BRXX1685,Cupira
BRXX1686,Curaca
BRXX1687,Curimata
BRXX1688,Curionopolis
BRXX1689,Curiuva
BRXX1690,Curralinho
BRXX1691,Curuca
BRXX1692,Cururupu
BRXX1693,Custodia
BRXX1694,Cutias
BRXX1695,Damianopolis
BRXX1696,Darcinopolis
BRXX1697,Dario Meira
BRXX1698,David Canabarro
BRXX1699,Davidopolis
BRXX1700,Delfim Moreira
BRXX1701,Delfinopolis
BRXX1702,Delmiro Gouveia
BRXX1703,Denise
BRXX1704,Deodapolis
BRXX1705,Deputado Irapuan Pinheiro
BRXX1706,Descalvado
BRXX1707,Descanso
BRXX1708,Descoberto
BRXX1709,Desterro
BRXX1710,Diamante
BRXX1711,Dianopolis
BRXX1712,Dias d'Avila
BRXX1713,Dionisio
BRXX1714,Dionisio Cerqueira
BRXX1715,Diorama
BRXX1716,Dirceu Arcoverde
BRXX1717,Divina Pastora
BRXX1718,Divinesia
BRXX1719,Divino
BRXX1720,Divino de Sao Lourenco
BRXX1721,Divinolandia
BRXX1722,Divinopolis de Goias
BRXX1723,Divisa Nova
BRXX1724,Dois Corregos
BRXX1725,Dois Irmaos
BRXX1726,Dois Riachos
BRXX1727,Dois Vizinhos
BRXX1728,Dolcinopolis
BRXX1729,Dom Aquino
BRXX1730,Dom Cavati
BRXX1731,Dom Expedito Lopes
BRXX1732,Dom Feliciano
BRXX1733,Dom Inocencio
BRXX1734,Dom Joaquim
BRXX1735,Dom Pedrito
BRXX1736,Dom Pedro
BRXX1737,Dom Silverio
BRXX1738,Domingos Martins
BRXX1739,Domingos Mourao
BRXX1740,Dona Emma
BRXX1741,Dona Euzebia
BRXX1742,Dores do Indaia
BRXX1743,Doresopolis
BRXX1744,Dormentes
BRXX1745,Douradina
BRXX1746,Douradina
BRXX1747,Douradinho
BRXX1748,Doutor Camargo
BRXX1749,Doutor Pedrinho
BRXX1750,Doutor Ulysses
BRXX1751,Doverlandia
BRXX1752,Dracena
BRXX1753,Duere
BRXX1754,Duque Bacelar
BRXX1755,Echapora
BRXX1756,Edealina
BRXX1757,Edeia
BRXX1758,Eirunepe
BRXX1759,Eldorado
BRXX1760,Eldorado
BRXX1761,Elesbao Veloso
BRXX1762,Eliseu Martins
BRXX1763,Elisio Medrado
BRXX1764,Eloi Mendes
BRXX1765,Emilianopolis
BRXX1766,Encantado
BRXX1767,Encantado d'Oeste
BRXX1768,Encanto
BRXX1769,Encruzilhada
BRXX1770,Eneas Marques
BRXX1771,Engenheiro Caldas
BRXX1772,Engenheiro Correia
BRXX1773,Engenheiro Navarro
BRXX1774,Engenheiro Paulo de Frontin
BRXX1775,Engenho Velho
BRXX1776,Engenho do Ribeiro
BRXX1777,Entre Rios
BRXX1778,Entre Rios de Minas
BRXX1779,Envira
BRXX1780,Epitaciolandia
BRXX1781,Erechim
BRXX1782,Erere
BRXX1783,Erico Cardoso
BRXX1784,Erval Grande
BRXX1785,Erval Velho
BRXX1786,Ervalia
BRXX1787,Escada
BRXX1788,Esmeralda
BRXX1789,Esmeraldas
BRXX1790,Espera Feliz
BRXX1791,Esperanca
BRXX1792,Esperantina
BRXX1793,Esperantina
BRXX1794,Esperantinopolis
BRXX1795,Espigao d'Oeste
BRXX1796,Espirito Santo do Pinhal
BRXX1797,Esplanada
BRXX1798,Espumoso
BRXX1799,Estacao
BRXX1800,Estancia
BRXX1801,Estancia Velha
BRXX1802,Esteio
BRXX1803,Estiva
BRXX1804,Estreito
BRXX1805,Estreito
BRXX1806,Estrela
BRXX1807,Estrela d'Oeste
BRXX1808,Estrela de Alagoas
BRXX1809,Estrela do Indaia
BRXX1810,Estrela do Norte
BRXX1811,Estrela do Norte
BRXX1812,Estrela do Sul
BRXX1813,Euclides da Cunha
BRXX1814,Euclides da Cunha Paulista
BRXX1815,Eugenio de Castro
BRXX1816,Eugenopolis
BRXX1817,Eunapolis
BRXX1818,Eusebio
BRXX1819,Extrema
BRXX1820,Extremoz
BRXX1821,Exu
BRXX1822,Faina
BRXX1823,Faro
BRXX1824,Fartura
BRXX1825,Fatima
BRXX1826,Fatima
BRXX1827,Fatima Do Sul
BRXX1828,Faxinal
BRXX1829,Faxinal do Soturno
BRXX1830,Faxinal dos Guedes
BRXX1831,Faxinalzinho
BRXX1832,Fazenda Nova
BRXX1833,Fazenda Rio Grande
BRXX1834,Feijo
BRXX1835,Feira Grande
BRXX1836,Feira Nova
BRXX1837,Felisburgo
BRXX1838,Felixlandia
BRXX1839,Fenix
BRXX1840,Fernandes Tourinho
BRXX1841,Fernando de Noronha
BRXX1842,Ferros
BRXX1843,Fidelandia
BRXX1844,Figueiropolis d'Oeste
BRXX1845,Filadelfia
BRXX1846,Firmino Alves
BRXX1847,Firminopolis
BRXX1848,Flexeiras
BRXX1849,Florania
BRXX1850,Flores
BRXX1851,Flores Da Cunha
BRXX1852,Floresta
BRXX1853,Floresta Azul
BRXX1854,Florestopolis
BRXX1855,Floriano
BRXX1856,Florida/ Paulista
BRXX1857,Florinia
BRXX1858,Formiga
BRXX1859,Formosa do Sul
BRXX1860,Fortaleza Dos Nogueiras
BRXX1861,Fortuna
BRXX1862,Fraiburgo
BRXX1863,Francisco Ayres
BRXX1864,Francisco Badaro
BRXX1865,Francisco Beltrao
BRXX1866,Francisco Dumont
BRXX1867,Frecheirinha
BRXX1868,Frederico Westphalen
BRXX1869,Frei Inocencio
BRXX1870,Frei Paulo
BRXX1871,Fronteira
BRXX1872,Fronteira dos Vales
BRXX1873,Fronteiras
BRXX1874,Frutal
BRXX1875,Frutuoso Gomes
BRXX1876,Fundao
BRXX1877,Furquim
BRXX1878,Galileia
BRXX1879,Galvao
BRXX1880,Gandu
BRXX1881,Gararu
BRXX1882,Garca
BRXX1883,Garibaldi
BRXX1884,Garrafao
BRXX1885,Garuva
BRXX1886,Gaurama
BRXX1887,General Camara
BRXX1888,General Carneiro
BRXX1889,General Maynard
BRXX1890,General Sampaio
BRXX1891,Gentil
BRXX1892,Gentio do Ouro
BRXX1893,Getulina
BRXX1894,Getulio Vargas
BRXX1895,Gilbues
BRXX1896,Girau do Ponciano
BRXX1897,Girua
BRXX1898,Gloria
BRXX1899,Gloria d'Oeste
BRXX1900,Gloria de Dourados
BRXX1901,Gloria do Goita
BRXX1902,Godofredo Viana
BRXX1903,Godoy Moreira
BRXX1904,Goiana
BRXX1905,Goianapolis
BRXX1906,Goiandira
BRXX1907,Goianesia
BRXX1908,Goianinha
BRXX1909,Goianira
BRXX1910,Goianorte
BRXX1911,Goias
BRXX1912,Goiatins
BRXX1913,Goiatuba
BRXX1914,Goioere
BRXX1915,Goncalves Dias
BRXX1916,Gongogi
BRXX1917,Gonzaga
BRXX1918,Gouvea
BRXX1919,Gouvelandia
BRXX1920,Governador Celso Ramos
BRXX1921,Governador Dix-Sept Rosado
BRXX1922,Governador Eugenio Barros
BRXX1923,Governador Jorge Teixeira
BRXX1924,Governador Mangabeira
BRXX1925,Grajau
BRXX1926,Gramado Xavier
BRXX1927,Granito
BRXX1928,Granja
BRXX1929,Gravata
BRXX1930,Gravatal
BRXX1931,Groairas
BRXX1932,Grossos
BRXX1933,Guabiruba
BRXX1934,Guacui
BRXX1935,Guadalupe
BRXX1936,Guaira
BRXX1937,Guairaca
BRXX1938,Guaiuba
BRXX1939,Guajara-Mirim
BRXX1940,Guajeru
BRXX1941,Guanhaes
BRXX1942,Guapimirim
BRXX1943,Guapo
BRXX1944,Guapore
BRXX1946,Guarabira
BRXX1947,Guaracai
BRXX1948,Guaraci
BRXX1949,Guaraci
BRXX1950,Guaraciaba do Norte
BRXX1951,Guarai
BRXX1952,Guaraita
BRXX1953,Guaramirim
BRXX1954,Guaranesia
BRXX1955,Guarani
BRXX1956,Guarani d'Oeste
BRXX1957,Guarani das Missoes
BRXX1958,Guaraniacu
BRXX1959,Guaranta do Norte
BRXX1960,Guarapua
BRXX1961,Guaraquecaba
BRXX1962,Guararema
BRXX1963,Guaratinga
BRXX1965,Guarda-Mor
BRXX1966,Guariba
BRXX1967,Guarinos
BRXX1970,Guaxupe
BRXX1971,Guia Lopes Da Laguna
BRXX1972,Guimaraes
BRXX1973,Guiratinga
BRXX1974,Guiricema
BRXX1975,Harmonia
BRXX1976,Heitorai
BRXX1977,Heliodora
BRXX1978,Heliopolis
BRXX1979,Herculandia
BRXX1980,Hermilo Alves
BRXX1981,Herval d'Oeste
BRXX1982,Hidrolandia
BRXX1983,Hidrolina
BRXX1984,Honorio Serpa
BRXX1985,Horizontina
BRXX1986,Hortolandia
BRXX1987,Hugo Napoleao
BRXX1988,Humaita
BRXX1989,Humberto de Campos
BRXX1990,Iacanga
BRXX1991,Iaciara
BRXX1992,Iacri
BRXX1993,Iacu
BRXX1994,Iapu
BRXX1995,Ibaiti
BRXX1996,Ibema
BRXX1997,Ibia
BRXX1998,Ibiapina
BRXX1999,Ibiara
BRXX2000,Ibicarai
BRXX2001,Ibicoara
BRXX2002,Ibicui
BRXX2003,Ibimirim
BRXX2004,Ibipeba
BRXX2005,Ibipitanga
BRXX2006,Ibipora
BRXX2007,Ibiquera
BRXX2008,Ibiraci
BRXX2009,Ibiracu
BRXX2010,Ibiraiaras
BRXX2011,Ibirama
BRXX2012,Ibirapitanga
BRXX2013,Ibirapua
BRXX2014,Ibirataia
BRXX2015,Ibirite
BRXX2016,Ibiruba
BRXX2017,Ibitiara
BRXX2018,Ibitita
BRXX2019,Ibitiura de Minas
BRXX2020,Ibotirama
BRXX2021,Icara
BRXX2022,Icaraima
BRXX2023,Icatu
BRXX2024,Icem
BRXX2025,Ichu
BRXX2026,Ico
BRXX2027,Iconha
BRXX2028,Igaci
BRXX2029,Igapora
BRXX2030,Igaracy
BRXX2031,Igarape
BRXX2032,Igarape Grande
BRXX2033,Igarape-Miri
BRXX2034,Igarassu
BRXX2035,Igreja Nova
BRXX2036,Igrejinha
BRXX2037,Iguai
BRXX2038,Iguaracu
BRXX2039,Iguatemi
BRXX2040,Iguatu
BRXX2041,Iguatu
BRXX2042,Ijui
BRXX2043,Ilha Comprida
BRXX2044,Ilha Solteira
BRXX2045,Ilha das Flores
BRXX2046,Ilicinea
BRXX2047,Imarui
BRXX2048,Imbe
BRXX2049,Imbituba
BRXX2050,Imbituva
BRXX2051,Imbuia
BRXX2052,Imigrante
BRXX2053,Inacio Martins
BRXX2054,Inaciolandia
BRXX2055,Inaja
BRXX2056,Inaja
BRXX2057,Inconfidentes
BRXX2058,Independencia
BRXX2059,Indianopolis
BRXX2060,Indiapora
BRXX2061,Indiara
BRXX2062,Indiaroba
BRXX2063,Indiavai
BRXX2064,Inga
BRXX2065,Inhambupe
BRXX2066,Inhangapi
BRXX2067,Inhauma
BRXX2068,Inhuma
BRXX2069,Inimutaba
BRXX2070,Inocencia
BRXX2071,Ipaba
BRXX2072,Ipanema
BRXX2073,Ipanguacu
BRXX2074,Ipaumirim
BRXX2075,Ipecaeta
BRXX2076,Ipiau
BRXX2077,Ipira
BRXX2078,Ipira
BRXX2079,Ipiranga
BRXX2080,Ipiranga do Piaui
BRXX2081,Ipixuna
BRXX2082,Ipojuca
BRXX2083,Ipora
BRXX2084,Ipora
BRXX2085,Ipu
BRXX2086,Ipuacu
BRXX2087,Ipubi
BRXX2088,Ipueiras
BRXX2089,Ipuiuna
