cid,city
BRXX4552,Ginimbu
BRXX4553,Gleba Brauna
BRXX4554,Goes
BRXX4555,Goncalo
BRXX4557,Gracho Cardoso
BRXX4558,Grand Degrad
BRXX4559,Graolandia
BRXX4560,Grotao
BRXX4561,Gruna
BRXX4562,Gruta Funda
BRXX4563,Guabiraba
BRXX4564,Guaibim
BRXX4565,Guaicurus
BRXX4568,Guajara-Acu
BRXX4569,Guajaratuba
BRXX4570,Guape
BRXX4571,Guapiacu
BRXX4572,Guapira
BRXX4573,Guarauna
BRXX4574,Guaribas
BRXX4575,Guerem
BRXX4576,Guia
BRXX4578,Guloso
BRXX4579,Gurupa Mirim
BRXX4580,H. Saraiva
BRXX4581,Herciliopolis
BRXX4582,Hernandarias
BRXX4583,Horizante Novo
BRXX4584,Humildes
BRXX4585,Iajedo
BRXX4586,Iaquirana
BRXX4587,Iati
BRXX4588,Iauacana
BRXX4589,Iba
BRXX4590,Ibare
BRXX4591,Ibiacu
BRXX4592,Ibiapora
BRXX4593,Ibiassuce
BRXX4594,Ibicuitaba
BRXX4595,Ibiracatu
BRXX4596,Ibiratinga
BRXX4597,Ibitira
BRXX4598,Ibitunane
BRXX4599,Ibitupa
BRXX4600,Ifarana
BRXX4601,Igara
BRXX4602,Igaracu do Tiete
BRXX4603,Igarape Azul
BRXX4605,Igrapiuna
BRXX4606,Igua
BRXX4607,Iguaba
BRXX4608,Iguatama
BRXX4609,Iguitu
BRXX4610,Ii-Tapuia
BRXX4611,Ildefonso
BRXX4612,Ilha
BRXX4613,Ilhinha
BRXX4614,Imaculada
BRXX4615,Imbuira
BRXX4616,Indaia
BRXX4617,Indaiabira
BRXX4618,Independencia
BRXX4619,Inema
BRXX4620,Ingazeira
BRXX4621,Inhobim
BRXX4622,Inhuporanga
BRXX4623,Ipaucu
BRXX4624,Ipiuna
BRXX4625,Iporanga
BRXX4626,Ipua
BRXX4629,Iranduba
BRXX4630,Iraquara
BRXX4631,Iraquara
BRXX4632,Irundiara
BRXX4633,Itabapoana
BRXX4635,Itacarambi
BRXX4636,Itaibo
BRXX4639,Itaiu
BRXX4641,Itajobi
BRXX4642,Itajubaquara
BRXX4643,Itajuru
BRXX4644,Itamaraca
BRXX4645,Itamarati
BRXX4646,Itamira
BRXX4647,Itamirim
BRXX4648,Itamotinga
BRXX4649,Itanage
BRXX4650,Itanhi
BRXX4651,Itapacura
BRXX4652,Itapeipu
BRXX4653,Itapinima
BRXX4654,Itapocu
BRXX4655,Itapoa
BRXX4656,Itaroquem
BRXX4657,Itatingui
BRXX4658,Itatuba
BRXX4659,Itatupa
BRXX4660,Itau de Minas
BRXX4661,Itapeua
BRXX4662,Ituqui
BRXX4663,Jabitaca
BRXX4665,Jacamim
BRXX4666,Jacaraipe
BRXX4667,Jacare Grande
BRXX4671,Jacurici
BRXX4673,Jaguara
BRXX4674,Jamari
BRXX4675,Jangada
BRXX4676,Japecanga
BRXX4677,Japerica
BRXX4680,Jararaca
BRXX4683,Jauarete Poco
BRXX4684,Jaudilandia
BRXX4685,Jauquara
BRXX4690,Maloca Jiboia
BRXX4691,Jiribatuba
BRXX4692,Joana Peres
BRXX4693,Joanes
BRXX4694,Joao Ferrira
BRXX4695,Joao Gama
BRXX4696,Joao Lopes
BRXX4697,Joao Ribeiro
BRXX4698,Joaquim Felicio
BRXX4699,Juatama
BRXX4700,Joia
BRXX4701,Jose
BRXX4702,Jose Coco
BRXX4703,Jose Figueiredo
BRXX4704,Jose Goncalves
BRXX4705,Jose Mineiro
BRXX4706,Jouremal
BRXX4709,Juacema
BRXX4710,Juan Borges
BRXX4711,Juca
BRXX4712,Juscelandia
BRXX4713,Jumas
BRXX4714,Juncao
BRXX4717,Jupariteua
BRXX4719,Juraci
BRXX4720,Juranoa
BRXX4723,Juricia
BRXX4724,Juruti Velho
BRXX4725,Jutica
BRXX4726,Juvenilia
BRXX4727,Ladeira Vermelha
BRXX4728,Lago
BRXX4729,Lagoa Bonita
BRXX4730,Lagoa Clara
BRXX4733,Lagoa Grande
BRXX4734,Lagoa Jose Luis
BRXX4737,Lagoa da Canabrava
BRXX4738,Lagoa da Onca
BRXX4742,Lagoa do Carvao
BRXX4743,Lagoa do Daniel
BRXX4744,Lagoa do Macombo
BRXX4745,Lagoa do Mato
BRXX4746,Lagoao
BRXX4747,Lagoas
BRXX4748,Lagolandia
BRXX4749,Laje do Banco
BRXX4752,Lajedo Alto
BRXX4753,Lajedo do Tacocal
BRXX4754,Lamarao
BRXX4755,Lapinha
BRXX4756,Laranja da Terra
BRXX4757,Largo
BRXX4758,Lauaret
BRXX4759,Lauro Sodre
BRXX4760,Lavadeira de Baixo
BRXX4761,Lavouras
BRXX4762,Lcana
BRXX4763,Leandro
BRXX4764,Levinopolis
BRXX4765,Licuri
BRXX4766,Limondeua
BRXX4767,Linha Pinhao
BRXX4768,Liverpool
BRXX4772,Logoa Boaventura
BRXX4773,Logradouro
BRXX4774,Lourenco Preto
BRXX4775,Lua Cheia
BRXX4776,Luarete
BRXX4777,Lucaia
BRXX4778,Lusitania
BRXX4779,Luira
BRXX4780,Luis Alves
BRXX4781,Luis Flores
BRXX4782,Luis Goncalves
BRXX4783,Luis Viana
BRXX4784,Lutica
BRXX4785,M. Vicencio
BRXX4786,Mabi
BRXX4787,Madiberi
BRXX4788,Macacos
BRXX4789,Macaparana
BRXX4790,Macapuana
BRXX4791,Macejo
BRXX4792,Machado Portela
BRXX4793,Maciel
BRXX4794,Maco
BRXX4795,Macuripari
BRXX4796,Macuxixiri
BRXX4797,Madail
BRXX4798,Madalena
BRXX4799,Madeira
BRXX4800,Madia
BRXX4801,Madre de Deus
BRXX4802,Mafrense
BRXX4803,Maguari
BRXX4804,Maiauata
BRXX4805,Major Moreno
BRXX4806,Majuria
BRXX4807,Malaquias
BRXX4808,Malhada
BRXX4809,Malhada Grande
BRXX4810,Malhada Nova
BRXX4811,Maloca Macu
BRXX4812,Maloca Salamaim
BRXX4813,Maloca do Chico
BRXX4815,Mamona
BRXX4816,Manaquiri
BRXX4817,Manari
BRXX4818,Manbacu
BRXX4819,Mandacaru
BRXX4820,Mandiqui
BRXX4821,Mangarataia
BRXX4822,Mangue
BRXX4823,Mangueira
BRXX4825,Maniacu
BRXX4826,Manoel Laje
BRXX4827,Manso
BRXX4828,Manuel Botelho
BRXX4829,Mapia
BRXX4832,Maracano
BRXX4833,Macacoeira
BRXX4834,Maracuja
BRXX4835,Marcelo
BRXX4836,Marco Barata
BRXX4837,Marcolino
BRXX4838,Marcos dos Sontos
BRXX4839,Margarida
BRXX4840,Mari
BRXX4841,Mariana Velha
BRXX4842,Marmelandia
BRXX4843,Marova
BRXX4844,Maruanum
BRXX4845,Massaroca
BRXX4846,Matamata
BRXX4847,Matapiquara
BRXX4848,Matias
BRXX4849,Matias Cardoso
BRXX4850,Matinhos
BRXX4851,Mato Nova
BRXX4852,Mato Seco
BRXX4853,Matos Costa
BRXX4854,Matriz de Camaragibe
BRXX4855,Mau
BRXX4856,Maximiliano De Almeida
BRXX4857,Maye
BRXX4858,Messejana
BRXX4859,Meguerez
BRXX4860,Mel
BRXX4861,Melancia
BRXX4862,Melancias
BRXX4863,Melos
BRXX4864,Menino
BRXX4865,Micui
BRXX4866,Miguel Bento
BRXX4867,Mimosa
BRXX4868,Mineiro
BRXX4869,Mineirolandia
BRXX4870,Minervinho
BRXX4871,Minuim
BRXX4872,Mirabela
BRXX4873,Miracatu
BRXX4874,Miracica
BRXX4875,Mirim
BRXX4876,Mirituba
BRXX4877,Mirizal
BRXX4878,Miroros
BRXX4881,Mocambo
BRXX4882,Mocambo do Espirito Santo
BRXX4883,Mogeiro
BRXX4884,Moita Redonda
BRXX4885,Moitinha
BRXX4886,Moiv
BRXX4887,Moji Das Cruzes
BRXX4888,Mojiguacu
BRXX4889,Monfort
BRXX4890,Monsenhor Gil
BRXX4891,Monte Castelo
BRXX4892,Monte Cristo
BRXX4893,Monte Cruzeiro
BRXX4894,Monte Gordo
BRXX4895,Monte Verde
BRXX4898,Moreira
BRXX4899,Moreira Sales
BRXX4900,Morpara
BRXX4901,Morro Agudo
BRXX4902,Morro Vermelho
BRXX4903,Morro das Flores
BRXX4904,Morrow do Mato
BRXX4907,Mota
BRXX4908,Moxoto
BRXX4911,Mucana
BRXX4912,Mucurici
BRXX4913,Mucuripe
BRXX4914,Mulata
BRXX4915,Mulungu do Morro
BRXX4916,Mundau Mirim
BRXX4917,Mundo Nova
BRXX4918,Munhoz
BRXX4919,Muquem Ferrado
BRXX4920,Mura
BRXX4921,Muraja
BRXX4922,Murucupi
BRXX4923,Mutas
BRXX4924,Mutucal
BRXX4925,Naru
BRXX4926,Nascente Palma
BRXX4927,Natuba
BRXX4928,Nazare dos Patos
BRXX4929,Nhambicuara
BRXX4930,Nhandutiba
BRXX4931,Nisia Floresta
BRXX4932,Noe
BRXX4933,Nossa Senhora do O
BRXX4936,Nova Almeida
BRXX4937,Nova Amelia
BRXX4938,Nova Cintra
BRXX4939,Nova Floresta
BRXX4940,Nova Macajuba
BRXX4941,Nova Mercedes
BRXX4945,Novo
BRXX4946,Novo Acre
BRXX4947,Novo Jaruapuca
BRXX4948,Novo Nilo
BRXX4949,Nucleo Colonial de Uma
BRXX4950,Nuguacu
BRXX4951,Nupeba
BRXX4952,Oiho dagua
BRXX4953,Olho d Agua do Facundo
BRXX4954,Olho d'Agua do Cruzeiro
BRXX4955,Olhos d'Agua do Casado
BRXX4960,Oriente Novo
BRXX4963,Orobo
BRXX4964,Ouricana
BRXX4965,Ourives
BRXX4966,Outeiro Redondo
BRXX4967,Pacheca
BRXX4968,Pacia
BRXX4969,Padre
BRXX4970,Padre Carvalho
BRXX4971,Padua
BRXX4972,Page
BRXX4973,Pajeu
BRXX4974,Pajeu de Ventu
BRXX4975,Palmeiras de Goias
BRXX4976,Palmeirinha
BRXX4977,Palmira
BRXX4978,Palmital Grande
BRXX4980,Pama
BRXX4981,Pameira Do Oeste
BRXX4982,Pan da Torta
BRXX4988,Papuri
BRXX4989,Parada vinte e nove
BRXX4990,Parafuso
BRXX4991,Paraipaba
BRXX4992,Paraiso
BRXX4993,Pardiuva
BRXX4994,Paranga
BRXX4995,Paraguai
BRXX4996,Parateca
BRXX4997,Paratigi
BRXX4998,Parecis
BRXX4999,Paricatuba
BRXX5000,Paripe
BRXX5001,Parlandim
BRXX5002,Pascoal
BRXX5006,Passagem do Pajeu
BRXX5007,Passagem do Sono
BRXX5008,Passagem dos Porcos
BRXX5009,Passarao
BRXX5010,Pasto Grande
BRXX5011,Pastodamata
BRXX5012,Pastora
BRXX5013,Pataiso
BRXX5014,Patati
BRXX5015,Paty do Alferes
BRXX5016,Pau Ferrado
BRXX5017,Pau Grande
BRXX5018,Pau Preto
BRXX5019,Pau Sangue
BRXX5020,Pau de Copa
BRXX5021,Paulo
BRXX5022,Paxim do Sul
BRXX5023,Pe do Boi
BRXX5024,Pederneira
BRXX5025,Pedra Altas
BRXX5026,Pedra Furada
BRXX5027,Pedra Grande
BRXX5028,Pedra Santa
BRXX5029,Pedra Vermelha
BRXX5033,Pedras Negras
BRXX5034,Pedrinha
BRXX5035,Pedro Barnca
BRXX5036,Pedro de Amolar
BRXX5038,Peixoto
BRXX5039,Pendanga
BRXX5040,Pensao Seca
BRXX5041,Perdras de Maria da Cruz
BRXX5042,Perimbo
BRXX5043,Periperi
BRXX5044,Periperi de Pocoes
BRXX5045,Periquitos
BRXX5046,Peritoro
BRXX5047,Pernambuco
BRXX5048,Perobal
BRXX5049,Perpetuo Socorro
BRXX5050,Pertile
BRXX5051,Peruanos
BRXX5052,Peso Duro
BRXX5053,Piassabussu
BRXX5054,Picada
BRXX5055,Picado do Zuza
BRXX5056,Pico Central
BRXX5057,Pilao
BRXX5058,Pimenteira
BRXX5059,Pimento
BRXX5060,Pindai
BRXX5061,Pindaiba
BRXX5062,Pindobal
BRXX5064,Pinhalzinho
BRXX5065,Pinhel
BRXX5066,Pintada
BRXX5070,Piraiuara
BRXX5071,Pirauna
BRXX5072,Pirizal
BRXX5073,Pirizeiro
BRXX5074,Pituna
BRXX5075,Piunzinho
BRXX5076,Plano Alto
BRXX5077,Poaia
BRXX5078,Poco Azul
BRXX5079,Poco Branco
BRXX5080,Poco Central
BRXX5081,Poco Preto
BRXX5082,Poco da Porta
BRXX5083,Pocos
BRXX5084,Podres
BRXX5085,Pogo Iriruba
BRXX5086,Pombas
BRXX5087,Pombos
BRXX5088,Pompunhas
BRXX5089,Ponciana
BRXX5090,Ponta
BRXX5091,Ponta De Mucuripe
BRXX5092,Ponta Do Sul
BRXX5093,Ponta de Pedra
BRXX5094,Ponta de Ramos
BRXX5095,Ponta do Muta
BRXX5096,Ponta do Ramo
BRXX5097,Pontal do Parana
BRXX5098,Pontal do Peba
BRXX5099,Ponte Alta
BRXX5100,Ponte Falsa
BRXX5101,Pontinha
BRXX5102,Ponto Alegre
BRXX5103,Ponto Chique
BRXX5104,Ponto Novo
BRXX5105,Paquicama
BRXX5106,Porre
BRXX5107,Porteira
BRXX5108,Portinha
BRXX5109,Porto Arari
BRXX5110,Porto Barra do Ivinheima
BRXX5111,Porto Barreirao
BRXX5112,Porto Byington
BRXX5113,Porto Da Folha
BRXX5114,Porto Embira
BRXX5115,Porto Firme
BRXX5116,Porto Novo
BRXX5117,Porto Peter
BRXX5118,Porto Real
BRXX5119,Porto Santana
BRXX5120,Porto Tagacaba
BRXX5121,Porto Valter
BRXX5123,Porto Walter
BRXX5124,Porto da Manga
BRXX5125,Porto da Praia
BRXX5126,Porto das Cabras
BRXX5127,Porto das Caixas
BRXX5128,Porto das Canoas
BRXX5129,Porto de Cima
BRXX5130,Porto de Indios
BRXX5131,Porto de Sauipe
BRXX5132,Porto do Cubiculo
BRXX5133,Porto do Palhal
BRXX5135,Posto Carvalho
BRXX5139,Pousos
BRXX5140,Povoacao
BRXX5141,Poxim
BRXX5142,Praca do Jatoba
BRXX5143,Pradopolis
BRXX5144,Praia De Leste
BRXX5145,Prainhas
BRXX5146,Prazeres
BRXX5147,Prego
BRXX5148,President Juscelino
BRXX5149,Presidente Murtinho
BRXX5150,Preta Mina
BRXX5151,Pricilio
BRXX5152,Primor
BRXX5153,Principe da Beira
BRXX5156,Puerto Villazon
BRXX5157,Puruzinho
BRXX5158,Quaracu
BRXX5159,Quatipuru
BRXX5160,Quatro Bpcas
BRXX5161,Quebo
BRXX5162,Quebra-Canela
BRXX5163,Queimadinha
BRXX5164,Queimadinhas
BRXX5165,Quice
BRXX5166,Quilometro Quinze
BRXX5167,Quintana
BRXX5168,Quintino
BRXX5169,Quissama
BRXX5170,Quitaius
BRXX5173,Rabicho
BRXX5174,Raimundo
BRXX5175,Raimundo Goncalves
BRXX5179,Rajada
BRXX5180,Ramalho
BRXX5181,Ramona
BRXX5184,Rancho Queimado
BRXX5185,Raposa
BRXX5186,Rebojinho
BRXX5187,Rebojo
BRXX5188,Recreio Atininga
BRXX5189,Redondo
BRXX5190,Reforma
BRXX5192,Regina
BRXX5193,Registro do Araguaia
BRXX5194,Remigio
BRXX5195,Renascenca
BRXX5196,Repartimento
BRXX5197,Republica
BRXX5198,Resplandes
BRXX5199,Ressaca
BRXX5200,Restauracao
BRXX5205,Riachao das Neves
BRXX5206,Riachao do Utinga
BRXX5207,Riachaozinho
BRXX5208,Riacho da Cruz
BRXX5209,Riacho da Guia
BRXX5210,Riacho das Almas
BRXX5211,Riacho de Santo Antonio
BRXX5212,Riacho do Meio
BRXX5213,Riacho do Mendes
BRXX5214,Riacho do Sobrado
BRXX5215,Riachoda Cruz
BRXX5216,Ribamar
BRXX5217,Ribeirao Branco
BRXX5218,Ribeirao do Salto
BRXX5219,Rio Antinha
BRXX5220,Rio Bom
BRXX5221,Rio Grande de Piaui
BRXX5222,Rio Limpo
BRXX5223,Rio Preto da Eva
BRXX5224,Rio Sertanejo
BRXX5225,Rio do Antonio
BRXX5226,Rio do Braco
BRXX5227,Rio dos Porcos
BRXX5228,Roca do Arroz
BRXX5229,Roca do Mato
BRXX5230,Roca do Meio
BRXX5231,Rochedinho
BRXX5232,Rocinha
BRXX5233,Roda Velha
BRXX5234,Rolante
BRXX5235,Roma
BRXX5236,Ronca
BRXX5237,Ronda Alta
BRXX5238,Ronda das Salinas
BRXX5239,Rondonia
BRXX5242,Rosensal
BRXX5243,Ruas
BRXX5244,Rugas
BRXX5245,Rui Barbosa
BRXX5246,Ruinas de Boa Vista
BRXX5247,Ruinas de Ouro Fino
BRXX5248,Ruinas de Pilar
BRXX5249,Ruinas de Santana
BRXX5250,Ruinas de Sao Francisco
BRXX5251,Ruinas de Sao Vicente
BRXX5252,Rumo
BRXX5253,Sacao
BRXX5254,Saco da Jurema
BRXX5255,Saco das Reis
BRXX5256,Saco do Correio
BRXX5257,Sai-Cinza
BRXX5258,Sainauma
BRXX5260,Saitiro Dias
BRXX5261,Saledade
BRXX5262,Salgada
BRXX5263,Salgado de Sao Felix
BRXX5264,Salgado do Melao
BRXX5265,Salina
BRXX5266,Salta
BRXX5270,San Antonio
BRXX5271,San Carlos
BRXX5272,San Jose de Piranhas
BRXX5273,San Marcelino
BRXX5274,Sandoval
BRXX5275,Sanga Puita
BRXX5276,Sanguessuga
BRXX5277,Santa Antonio do Leverger
BRXX5278,Santa Brigida
BRXX5279,Santa Clara
BRXX5280,Santa Isabel do Araguaia
BRXX5281,Santa Isabel do Rio Negro
BRXX5282,Santa Isbel
BRXX5283,Santa Luzia Velha
BRXX5284,Santa Luzia do Itanhi
BRXX5285,Santa Maria Velha
BRXX5286,Santa Maria das Barreiras
BRXX5287,Santa Maria de Barauna
BRXX5288,Santa Maria do Para
BRXX5289,Santa Maria dos Marmelos
BRXX5290,Santa Rita do Weil
BRXX5291,Santa Rito Durao
BRXX5292,Santa-Fe
BRXX5293,Santana do Mundau
BRXX5294,Santiago do Iguape
BRXX5295,Santo Antonio da Boa Vista
BRXX5298,Santo Antonio do Monte
BRXX5299,Santo Henrique
BRXX5300,Santo Inacio
BRXX5301,Sao Antonio
BRXX5302,Sao Bartolomeu
BRXX5303,Sao Camilo
BRXX5304,Sao Felope
BRXX5305,Sao Franisco
BRXX5306,Sao Gabriel de Goias
BRXX5309,Sao Joao da Ponta
BRXX5310,Sao Joao do Bonito
BRXX5311,Sao Joao dos Inhamuns
BRXX5312,Sao Joaqim
BRXX5313,Sao Joaquim dos Baetas
BRXX5314,Sao Joaquim dos Melos
BRXX5315,Sao Jose da Coroa Grande
BRXX5316,Sao Jose da Serra
BRXX5317,Sao Jose do Divino
BRXX5318,Sao Jose do Gurupi
BRXX5319,Sao Jose do Inacora
BRXX5320,Sao Jose do Ouro
BRXX5321,Sao Jose do Piria
BRXX5322,Sao Jose dos Martirios
BRXX5323,Sao Loruengo
BRXX5324,Sao Luis de Cassiana
BRXX5325,Sao Miguel do Iguacu
BRXX5331,Sao Pedro de Alcantara
BRXX5332,Sao Pedro do Desterro
BRXX5333,Sao Raimundo
BRXX5334,Sao Roberto
BRXX5335,Sao Roque do Paraguacu
BRXX5336,Sao Sebastiao dos Pocoes
BRXX5337,Sao Timoteo
BRXX5338,Sao Vicente Forrer
BRXX5339,Sao Vincente
BRXX5340,Sardinha
BRXX5343,Saue
BRXX5344,Se-me-Apanhas
BRXX5345,Seco
BRXX5346,Senador Eloi de Sousa
BRXX5347,Senador Guiomard
BRXX5348,Serido
BRXX5349,Seringal Setenta
BRXX5350,Seringal Tres Lagoas
BRXX5351,Seropedica
BRXX5352,Serra Bonita
BRXX5353,Serra Nova
BRXX5354,Serra da Ouricana
BRXX5355,Serra do Vento
BRXX5356,Serrolandia
BRXX5357,Sertanopolis
BRXX5358,Sertao
BRXX5359,Sete Saltos
BRXX5360,Severiano Melo
BRXX5361,Sintra
BRXX5362,Sirigado
BRXX5363,Sitia
BRXX5364,Sitio Grande
BRXX5365,Sitio Macal
BRXX5366,Sitio Novo
BRXX5367,Sitio Velho
BRXX5368,Sitio das Chagas
BRXX5369,Sitio das Flores
BRXX5370,Sitio do Honorato
BRXX5371,Sitio do Mato
BRXX5372,Sitio do Meio
BRXX5373,Sitio do Pino
BRXX5374,Sitio do Quinto
BRXX5375,Sitio do Taruma
BRXX5376,Sitio dos Nunes
BRXX5377,Socavao
BRXX5378,Soccoro do Piaui
BRXX5379,Sororo
BRXX5380,Sousel
BRXX5382,Speranca
BRXX5383,Suapi
BRXX5384,Subauma
BRXX5385,Sucesso
BRXX5386,Sucuba
BRXX5387,Sucuriju
BRXX5388,Sumauma
BRXX5389,Surara
BRXX5390,Sussuarana
BRXX5391,Sustinho
BRXX5398,Tabuinha
BRXX5399,Tabuleirao
BRXX5402,Tacaimbo
BRXX5403,Taciateua
BRXX5404,Tagua
BRXX5405,Taio
BRXX5406,Taipas
BRXX5407,Talisma
BRXX5408,Tamandare
BRXX5409,Tamanqueira
BRXX5410,Tamaquari
BRXX5411,Tambaqui
BRXX5412,Tambau
BRXX5413,Tamburi
BRXX5414,Tangua
BRXX5415,Tanhacu
BRXX5420,Tapara
BRXX5421,Tapera do Jeronimo
BRXX5422,Tapera-Curare
BRXX5423,Taperinha
BRXX5424,Tapiracanga
BRXX5425,Tapiraipe
BRXX5426,Tapirapua
BRXX5427,Tapuia
BRXX5428,Taquara Verde
BRXX5429,Taquarandi
BRXX5430,Tara Velho
BRXX5431,Taracunina
BRXX5436,Tauapecacu
BRXX5439,Tempera
BRXX5440,Tentugal
BRXX5441,Teotonio
BRXX5442,Teresita
BRXX5443,Terezinha
BRXX5444,Terra Alta
BRXX5445,Terra Branca
BRXX5446,Terra Preta
BRXX5447,Terra Roxa
BRXX5448,Teutonia
BRXX5450,Timboteua
BRXX5451,Tijoca
BRXX5452,Tijuacu
BRXX5453,Tejuco
BRXX5454,Timbe do Sul
BRXX5455,Timonha
BRXX5456,Tinguatiba
BRXX5457,Tiquarucu
BRXX5458,Tira-Cerveja
BRXX5459,Titiarre
BRXX5460,Tobaias Barreto
BRXX5461,Tocandira
BRXX5462,Todas-on-Santos
BRXX5463,Todos-os-Santos
BRXX5464,Tomarutema
BRXX5465,Tomas
BRXX5466,Tombador do Araujo
BRXX5467,Toropi
BRXX5468,Toroqua
BRXX5469,Torquato Severo
BRXX5470,Torquato Sousa
BRXX5471,Tramandai
BRXX5472,Travessao
BRXX5473,Tres Casas
BRXX5474,Tres Morros
BRXX5475,Tres Pedras
BRXX5476,Tres Voltas
BRXX5477,Treze de Maio
BRXX5479,Triunfo do Sincora
BRXX5480,Trovao
BRXX5481,Tubaroes
BRXX5482,Tucana
BRXX5483,Tucandera
BRXX5484,Tucumandeua
BRXX5485,Tucuns
BRXX5486,Tupim
BRXX5487,Tupitinga
BRXX5488,Turvelandia
BRXX5489,Maloca Uacari
BRXX5490,Uari
BRXX5491,Uarini
BRXX5493,Uaruma
BRXX5494,Uaupes
BRXX5495,Ubiracaba
BRXX5496,Ucapinima
BRXX5497,Ultina Casa
BRXX5502,Urania
BRXX5503,Uraricoera
BRXX5505,Urucuri
BRXX5506,Urucuriteua
BRXX5507,Urumajo
BRXX5508,Usina do Jacui
BRXX5510,Vargem Limpa
BRXX5511,Vargem da Roca
BRXX5512,Vargem do Danta
BRXX5513,Varjota
BRXX5514,Varzea Redohda
BRXX5515,Varzea de Fora
BRXX5516,Varzea do Cerco
BRXX5517,Varzea do Poco
BRXX5518,Varzeas
BRXX5519,Veado Branco
BRXX5520,Velha Boipeba
BRXX5521,Velho Iarumare
BRXX5522,Velho Porto Seguro
BRXX5523,Velho Severo
BRXX5524,Venancio
BRXX5525,Vencedor
BRXX5526,Veneza
BRXX5527,Ventura
BRXX5528,Vereda Comprida
BRXX5529,Vereda Grande
BRXX5532,Vermelhos
BRXX5533,Virtude
BRXX5534,Vestia
BRXX5535,Vicentopolis
BRXX5536,Vida Nova
BRXX5537,Vieros
BRXX5538,Vila Alva
BRXX5539,Vila Areado
BRXX5540,Vila Barro Preto
BRXX5541,Vila Basilio
BRXX5542,Vila Boqueirao
BRXX5543,Vila Braga
BRXX5544,Vila Catipora
BRXX5545,Vila Descanso
BRXX5546,Vila Franca
BRXX5547,Vila Palma
BRXX5548,Vila Paraiso
BRXX5549,Vila Uniao
BRXX5550,Vila dos Remedios
BRXX5551,Vilarinho do Monte
BRXX5552,Viracao
BRXX5553,Vista Nova
BRXX5554,Vitoria Velha
BRXX5555,Vitorino
BRXX5556,Volta
BRXX5557,Voturuna
BRXX5558,Xaraco
BRXX5561,Xixebal
BRXX5562,Abismo
BRXX5563,Acai
BRXX5564,Acampamento
BRXX5565,Agostinho
BRXX5566,Aldeia Indigena Catuquina
BRXX5567,Aldeola
BRXX5569,Alto Santo
BRXX5570,Amapa
BRXX5571,Amelia
BRXX5572,Aracati
BRXX5573,Aracoiaba
BRXX5574,Arenal
BRXX5575,Atenas
BRXX5576,Aurora
BRXX5577,Avai
BRXX5578,Baixa Verde
BRXX5579,Barao de Rio Branco
BRXX5580,Belmonte
BRXX5581,Benfica
BRXX5582,Besouro
BRXX5583,Boa Esperanca
BRXX5585,Boca do Arara
BRXX5586,Boca do Tejo
BRXX5587,Bom Futuro
BRXX5588,Bujari
BRXX5589,Cachoeira
BRXX5590,Campo Esperanca
BRXX5591,Campo Santana
BRXX5593,Canamari
BRXX5595,Caxinaua
BRXX5597,Chagas
BRXX5598,Chico Mana
BRXX5599,Colocacao Areal
BRXX5600,Colocacao Barra Grande
BRXX5601,Colocacao Bela Flor
BRXX5602,Colocacao Boa Fe
BRXX5603,Colocacao Boa Sorte
BRXX5604,Colocacao Boa Uniao
BRXX5606,Colocacao Canaviera
BRXX5607,Colocacao Caruaru
BRXX5608,Colocacao Centrinho
BRXX5609,Colocacao Chave de Ouro
BRXX5610,Colocacao Dois de Maio
BRXX5611,Colocacao Esperanca
BRXX5612,Colocacao Extrema
BRXX5613,Colocacao Iquiri
BRXX5614,Colocacao Lagoa de Barro
BRXX5615,Colocacao Montevideu
BRXX5616,Colocacao Moreira
BRXX5617,Colocacao Nossa Senhora Aparecida
BRXX5618,Colocacao Nossa Senhora de Fatima
BRXX5619,Colocacao Paquara
BRXX5620,Colocacao Piratini
BRXX5621,Colocacao Poti
BRXX5622,Colocacao Quatro Bocas
BRXX5623,Colocacao Santa Cruz
BRXX5624,Colocacao Santa Maria
BRXX5625,Colocacao Santa Rosa
BRXX5626,Colocacao Santa Teresinha
BRXX5627,Colocacao Santo Antonio
BRXX5629,Colocacao Sao Jose
BRXX5630,Colocacao Sao Luis
BRXX5633,Colocacao Sapucaia
BRXX5634,Colocacao Veneza
BRXX5635,Colocacao Vertente
BRXX5636,Colocacao Xavier
BRXX5637,Colonia
BRXX5638,Colonia Rodrigues Alves
BRXX5639,Contestado
BRXX5640,Custodia Freire
BRXX5641,Deposito
BRXX5642,Erval
BRXX5643,Escuro
BRXX5645,Estirao do Tejo
BRXX5647,Estreminha
BRXX5649,Fazenda Aquario
BRXX5650,Fazenda Arara
BRXX5651,Fazenda Dois Irmaos
BRXX5652,Fazenda Ipe
BRXX5653,Fazenda Maloca
BRXX5654,Fazenda Nossa Senhora Aparecida
BRXX5655,Fazenda Ouro Preto
BRXX5656,Fazenda Padre Cicero
BRXX5657,Fazenda Piratininga
BRXX5658,Fazenda Pui
BRXX5659,Flora
BRXX5660,Florescencia
BRXX5664,Foz do Jordao
BRXX5665,Foz do Tauari
BRXX5666,Fronteira
BRXX5667,Funil
BRXX5668,Germania
BRXX5669,Gibraltar
BRXX5670,Gloria
BRXX5671,Guanabara
BRXX5672,Guarani
BRXX5676,Itamaraca
BRXX5677,Jaburu
BRXX5678,Jacuipe
BRXX5679,Jaminaua
BRXX5680,Lago Izidoro
BRXX5681,Lagoinha
BRXX5682,Latin America and the Caribbean
